,add,train,test,micro,macro
75,0,russian,traditional1,0.929942418426104,0.929330007293133
76,5,russian,traditional1,0.911196911196911,0.909948110943565
77,10,russian,traditional1,0.936585365853659,0.935975975975976
78,15,russian,traditional1,0.944007858546169,0.943473258757963
79,20,russian,traditional1,0.949504950495049,0.948953249262939
80,0,traditional1,fake,0.9510556621881,0.950918919518
81,5,traditional1,fake,0.96817743490839,0.968114694298548
82,10,traditional1,fake,0.963178294573643,0.963091657223743
83,15,traditional1,fake,0.971762414800389,0.97168983626815
84,20,traditional1,fake,0.968688845401174,0.968580552684065
85,0,fake,traditional1,0.959692898272553,0.959633413395021
86,5,fake,traditional1,0.963320463320463,0.963248006870927
87,10,fake,traditional1,0.959024390243902,0.958906071019473
88,15,fake,traditional1,0.968565815324165,0.968448783511545
89,20,fake,traditional1,0.967326732673267,0.967182316851629
90,0,russian,fake,0.832053742802303,0.825696378097868
91,5,russian,fake,0.853423336547734,0.84902494157312
92,10,russian,fake,0.857558139534884,0.85313988710366
93,15,russian,fake,0.917234664070107,0.916238479732485
94,20,russian,fake,0.923679060665362,0.922717472234287
95,0,fake,russian,0.850267379679144,0.839228690739376
96,5,fake,russian,0.848975188781014,0.83640076643808
97,10,fake,russian,0.857917570498915,0.846932167411209
98,15,fake,russian,0.866957470010905,0.856367025811156
99,20,fake,russian,0.955043859649123,0.953405781660629
100,0,social2,social2,0.980830670926518,0.980814808761033
101,5,social2,social2,0.98,0.966549299850224
102,10,social2,social2,0.995266272189349,0.991764614155118
103,15,social2,social2,0.995238095238095,0.99161877394636
104,20,social2,social2,0.995209580838323,0.991466879228238
105,0,social3,social3,0.973597359735974,0.97335326708293
106,5,social3,social3,0.983333333333333,0.969473891871126
107,10,social3,social3,0.997604790419162,0.995582010582011
108,15,social3,social3,0.997590361445783,0.99546789852461
109,20,social3,social3,0.998787878787879,0.997680792747206
110,0,traditional1,traditional1,0.958466453674121,0.958383193724239
111,5,traditional1,traditional1,0.958823529411765,0.931809065383073
112,10,traditional1,traditional1,0.97867298578199,0.964075934281093
113,15,traditional1,traditional1,0.977272727272727,0.960897554250828
114,20,traditional1,traditional1,0.977135980746089,0.960208872546919
115,0,russian,russian,0.99288256227758,0.992711899574645
116,5,russian,russian,0.982885085574572,0.966730965882681
117,10,russian,russian,0.982779827798278,0.966246352399706
118,15,russian,russian,0.982673267326733,0.965746124031008
119,20,russian,russian,0.982565379825654,0.964983429269144
120,0,fake,fake,0.971246006389776,0.971216626306593
121,5,fake,fake,0.962352941176471,0.938699528527256
122,10,fake,fake,0.972781065088757,0.954907297198846
123,15,fake,fake,0.971428571428571,0.95229260535383
124,20,fake,fake,0.978443113772455,0.963044376253983
