,add,train,test,micro,macro
40,0,social3,traditional1,0.9593205185516317,0.9403296179860913
41,100,social3,traditional1,0.9784744969583529,0.9649652154078636
42,200,social3,traditional1,0.9754540991654393,0.9528133177171745
43,300,social3,traditional1,0.9710893133711925,0.9284930755518991
44,400,social3,traditional1,0.9831246597713663,0.9272213979084155
45,0,traditional1,social3,0.7987278509768287,0.5062485916045707
46,100,traditional1,social3,0.9738219895287958,0.9533400873881553
47,200,traditional1,social3,0.9795102448775612,0.9552012886844226
48,300,traditional1,social3,0.9831667543398211,0.947764680020883
49,400,traditional1,social3,0.9838978345363687,0.8997718292615059
50,0,social3,russian,0.790963030579644,0.49696719963746755
51,100,social3,russian,0.9181372549019607,0.8247962564779563
52,200,social3,russian,0.945360824742268,0.8529205610818821
53,300,social3,russian,0.9375,0.7559487492373398
54,400,social3,russian,0.9500000000000001,0.5091423772450624
55,0,russian,social3,0.7841890049977284,0.5461491210363068
56,100,russian,social3,0.9390766301761067,0.8984395534675751
57,200,russian,social3,0.9470264867566217,0.894930450978838
58,300,russian,social3,0.9495002630194634,0.8658906525573191
59,400,russian,social3,0.9461410327595781,0.7642024249639279
60,0,social3,fake,0.8395172105498435,0.6984596749333243
61,100,social3,fake,0.9808142255498362,0.9690360451576081
62,200,social3,fake,0.9774177712322042,0.956128078928443
63,300,social3,fake,0.980898296334538,0.950904010418058
64,400,social3,fake,0.979858464888405,0.9145401988852468
65,0,fake,social3,0.7941844616083599,0.4807829605879495
66,100,fake,social3,0.9704902427415516,0.947460594033848
67,200,fake,social3,0.9750124937531235,0.9458029078459838
68,300,fake,social3,0.9810625986322988,0.9421661089139033
69,400,fake,social3,0.9772348695169351,0.8667132369797166
70,0,traditional1,russian,0.7996348699224098,0.49654092346377693
71,100,traditional1,russian,0.9279411764705883,0.8423833603754038
72,200,traditional1,russian,0.9458762886597938,0.8571287293294308
73,300,traditional1,russian,0.9527173913043478,0.8097852241333214
74,400,traditional1,russian,0.9591954022988506,0.5162408223201174
75,0,russian,traditional1,0.9298167188198481,0.8986868572354971
76,100,russian,traditional1,0.9522695367337389,0.9253687497432105
77,200,russian,traditional1,0.9597447226313206,0.9255046811000585
78,300,russian,traditional1,0.9535363964894166,0.8918279970215934
79,400,russian,traditional1,0.9591725639629831,0.8506039277260242
80,0,traditional1,fake,0.9713902548055431,0.9574958258221884
81,100,traditional1,fake,0.9892372484791764,0.9822976562429656
82,200,traditional1,fake,0.9877270495827197,0.9753986101482847
83,300,traditional1,fake,0.9876097057305111,0.9668388164464861
84,400,traditional1,fake,0.9902014153511159,0.9549475164317713
85,0,fake,traditional1,0.9848010728654448,0.9778201207065087
86,100,fake,traditional1,0.985493682732803,0.9759543645802822
87,200,fake,traditional1,0.9862542955326461,0.9726367299942429
88,300,fake,traditional1,0.9891584925141972,0.9709203446064628
89,400,fake,traditional1,0.9918345127925966,0.9622892240653735
90,0,russian,fake,0.9441215914170764,0.9211191837298884
91,100,russian,fake,0.9583528310715957,0.9353896618974873
92,200,russian,fake,0.9538537064310261,0.9154338762675334
93,300,russian,fake,0.9519876097057305,0.8896217172079242
94,400,russian,fake,0.9586281981491562,0.847052173074732
95,0,fake,russian,0.8242811501597445,0.5927660681759043
96,100,fake,russian,0.9151960784313725,0.8173812748020622
97,200,fake,russian,0.9417525773195876,0.8500866094832085
98,300,fake,russian,0.9445652173913044,0.7843264338017293
99,400,fake,russian,0.9517241379310345,0.5209439528023599
100,0,social2,social2,0.9970238095238095,0.9957088122605364
101,100,social2,social2,0.9939367691641403,0.9718771314430479
102,200,social2,social2,0.9913988229968311,0.9573033707865168
103,300,social2,social2,0.990990990990991,0.9462930820728986
104,400,social2,social2,0.9920358387257342,0.9438787624834136
105,0,social3,social3,0.972809667673716,0.9590216927796196
106,100,social3,social3,0.9778164419312745,0.8986065962916938
107,200,social3,social3,0.9845384265575261,0.9172312556458897
108,300,social3,social3,0.9828489757027156,0.8920785631041338
109,400,social3,social3,0.984992496248124,0.8904761556893227
110,0,traditional1,traditional1,0.9880952380952381,0.9826696925933567
111,100,traditional1,traditional1,0.9948029449978346,0.9753680392575208
112,200,traditional1,traditional1,0.9954730647351743,0.9766833581030872
113,300,traditional1,traditional1,0.9952584163110479,0.9703538977104045
114,400,traditional1,traditional1,0.9955201592832255,0.9669244151268528
115,0,russian,russian,0.9301972685887708,0.8904334374277123
116,100,russian,russian,0.9526315789473683,0.7828847130523109
117,200,russian,russian,0.9692660550458716,0.8389421300967383
118,300,russian,russian,0.9668269230769231,0.8048342682304946
119,400,russian,russian,0.9686868686868687,0.7905562645447038
120,0,fake,fake,0.9851190476190477,0.978337115741696
121,100,fake,fake,0.9930705933304461,0.9664216274385766
122,200,fake,fake,0.9954730647351743,0.9766833581030872
123,300,fake,fake,0.9952584163110479,0.9703538977104045
124,400,fake,fake,0.9950223992035838,0.9634987427142836
