,add,train,test,micro,macro
76,100,russian,traditional1,0.8998596162845109,0.8331910789737844
77,200,russian,traditional1,0.4423171330387825,0.3309741390675632
78,300,russian,traditional1,0.8306659783169851,0.7202247586838582
79,400,russian,traditional1,0.8715296679368537,0.6660226425327096
80,0,traditional1,fake,0.975860527492177,0.9645649750660017
81,100,traditional1,fake,0.9817501169864296,0.9704914619867304
82,200,traditional1,fake,0.9617083946980854,0.9299977794696105
83,300,traditional1,fake,0.9778007227671657,0.9436425210010115
84,400,traditional1,fake,0.9863908546543277,0.9382467039136194
85,0,fake,traditional1,0.9530621367903441,0.930738316541684
86,100,fake,traditional1,0.9747309312119794,0.958073071836533
87,200,fake,traditional1,0.9464899361806578,0.9065181283668997
88,300,fake,traditional1,0.980898296334538,0.950904010418058
89,400,fake,traditional1,0.9880239520958084,0.9389479726871715
90,0,russian,fake,0.6884219937416183,0.421186820399225
91,100,russian,fake,0.8736546560598969,0.8286716567530074
92,200,russian,fake,0.8389788905252823,0.6454277987458765
93,300,russian,fake,0.8611254517294787,0.48050807323991407
94,400,russian,fake,0.8072945019052803,0.6203854182719923
95,0,fake,russian,0.8233683249657691,0.5983113211971683
96,100,fake,russian,0.8279411764705882,0.49898928834564454
97,200,fake,russian,0.8030927835051547,0.6025775506833212
98,300,fake,russian,0.8277173913043478,0.593247098482487
99,400,fake,russian,0.8310344827586207,0.46377358490566034
100,0,social2,social2,0.8928571428571429,0.8652886671418389
101,100,social2,social2,0.8107405803378086,0.627261615001546
102,200,social2,social2,0.9624264373019465,0.8492565476019189
103,300,social2,social2,0.9454717875770507,0.7793091964283277
104,400,social2,social2,0.8501742160278746,0.610444468065232
105,0,social3,social3,0.7688821752265861,0.4811035118727426
106,100,social3,social3,0.8695084819486734,0.6669004207573632
107,200,social3,social3,0.9722601182355616,0.8508481172408808
108,300,social3,social3,0.889947594092425,0.6534285887873513
109,400,social3,social3,0.7843921960980489,0.536431220565202
110,0,traditional1,traditional1,0.9866071428571429,0.9802625782007226
111,100,traditional1,traditional1,0.9922044174967518,0.9638420261410615
112,200,traditional1,traditional1,0.9945676776822091,0.9717836705497649
113,300,traditional1,traditional1,0.993361782835467,0.9589414840360442
114,400,traditional1,traditional1,0.9940268790443006,0.9555956678700361
115,0,russian,russian,0.8179059180576631,0.6404016151915312
116,100,russian,russian,0.6960526315789474,0.5012145748987854
117,200,russian,russian,0.710091743119266,0.4943302268496498
118,300,russian,russian,0.6245192307692308,0.40631784989761643
119,400,russian,russian,0.8227272727272728,0.49033403515256313
120,0,fake,fake,0.8065476190476192,0.5622807896582824
121,100,fake,fake,0.996102208748376,0.9807518638208954
122,200,fake,fake,0.9972838388411046,0.9851357898420047
123,300,fake,fake,0.9928876244665719,0.9562436633881112
124,400,fake,fake,0.9920358387257342,0.9431393637495755
